practice_hours,quiz_score,passed,skill_level
2.626,46.134,0,0
3.512,51.568,0,0
6.235,98.199,1,2
1.265,64.486,0,0
7.622,90.122,1,2
4.447,51.149,0,0
2.679,59.469,0,0
10.056,90.737,1,2
7.109,68.934,0,1
3.859,51.733,0,0
1.729,86.289,1,2
5.399,88.913,1,2
8.216,84.760,1,2
5.621,61.280,0,0
3.597,92.865,1,2
1.629,48.533,0,0
2.738,85.366,1,2
8.402,79.890,1,1
2.095,71.033,0,1
10.310,70.112,0,0
7.794,80.916,1,1
4.532,90.265,1,2
2.389,81.551,1,1
5.155,97.763,1,2
10.025,92.618,1,2
1.689,89.845,1,2
2.936,97.187,1,2
1.269,50.305,0,0
7.738,86.522,1,2
10.009,75.113,0,1
6.068,97.100,1,2
3.477,60.983,0,0
10.138,83.272,0,1
6.371,77.710,1,1
10.101,65.159,0,0
4.231,87.978,1,2
1.956,90.689,1,2
1.199,85.603,1,1
3.171,81.603,1,2
4.833,49.941,0,0
8.135,70.791,0,1
5.189,83.031,1,2
3.193,86.517,1,2
9.505,94.769,1,2
6.269,45.211,0,0
6.527,66.562,0,0
8.701,92.265,1,2
7.209,71.331,1,1
2.916,52.782,0,0
10.028,48.027,0,0
2.114,80.903,1,1
2.103,53.637,0,0
6.989,69.455,0,1
6.326,68.374,0,1
2.792,65.949,0,1
7.523,68.425,0,1
1.494,77.900,0,1
5.251,85.699,1,2
9.970,93.111,1,2
9.459,72.768,0,1
6.538,96.807,1,2
8.432,47.039,0,0
7.132,50.532,0,0
2.832,46.053,0,0
9.085,59.015,0,0
6.611,73.202,1,1
6.458,98.381,1,2
10.032,61.258,0,0
6.092,50.830,0,0
3.758,55.606,0,0
4.723,49.831,0,0
6.057,55.360,0,0
9.220,57.374,0,0
8.924,57.102,0,0
4.476,70.065,0,1
5.385,47.211,0,0
1.000,56.635,0,0
6.890,45.242,0,0
8.526,83.176,1,1
2.477,86.334,1,2
6.857,99.605,1,2
1.901,91.103,1,2
8.890,90.568,1,2
7.805,59.164,0,0
9.845,92.072,1,2
3.340,61.936,0,1
2.203,82.204,1,1
6.208,68.692,0,1
1.080,74.850,0,0
8.709,91.219,1,2
2.544,53.719,0,0
1.833,94.891,1,2
1.980,78.124,0,1
7.535,51.309,0,0
0.994,71.777,0,0
4.716,97.549,1,2
2.316,51.648,0,0
8.306,46.198,0,0
1.041,47.834,0,0
2.464,88.638,1,2
8.218,59.547,0,0
5.658,67.783,0,1
1.652,73.218,0,1
10.400,63.383,0,0
4.211,55.934,0,0
4.695,72.960,1,1
7.916,79.906,1,1
5.423,60.413,0,0
8.797,90.075,1,2
5.858,74.336,0,1
2.957,51.688,0,0
5.858,81.487,1,2
8.887,65.049,0,0
3.303,79.255,1,1
6.857,88.148,1,2
6.296,46.797,0,0
7.429,67.853,0,1
4.100,67.987,0,1
2.766,56.989,0,0
7.145,56.566,0,0
8.978,61.749,0,1
5.214,53.245,0,0
1.867,48.702,0,0
8.539,59.981,0,0
5.782,60.679,0,1
7.323,81.177,1,1
1.514,79.714,0,1
8.348,65.305,0,0
4.225,79.537,1,1
9.399,59.102,0,0
2.977,70.192,0,1
0.561,63.436,0,0
3.693,49.248,0,0
7.739,63.670,0,0
7.698,91.382,1,2
8.978,83.479,1,2
2.605,55.230,0,0
6.439,94.357,1,2
1.229,83.819,1,1
2.745,97.977,1,2
0.957,55.954,0,0
6.788,76.796,1,1
9.454,82.370,1,1
6.511,45.995,0,0
6.527,67.797,0,1
9.537,88.888,1,2
3.797,91.700,1,2
6.068,49.972,0,0
8.596,60.978,0,0
2.443,55.265,0,0
7.532,77.565,1,1
1.271,53.903,0,0
4.196,90.573,1,2
2.349,79.804,1,1
4.825,54.981,0,0
2.543,87.110,1,2
1.113,51.942,0,0
4.945,90.087,1,2
4.404,56.980,0,1
7.840,72.642,0,1
0.641,46.450,0,0
6.857,61.884,0,1
0.944,58.634,0,0
5.357,98.045,1,2
0.702,84.178,1,1
9.609,90.848,1,2
5.377,87.059,1,2
5.272,49.638,0,0
1.210,75.890,0,1
8.367,62.969,0,0
3.163,65.294,0,1
5.203,51.645,0,0
7.720,85.744,1,2
8.414,61.617,0,0
4.361,55.350,0,1
1.107,46.295,0,0
10.359,85.794,1,1
3.052,93.023,1,2
0.920,50.953,0,0
6.699,59.231,0,0
9.235,73.774,0,1
1.379,84.008,1,1
0.958,72.335,0,1
7.271,85.792,1,2
6.226,89.112,1,2
3.090,68.751,0,1
3.150,83.764,1,2
8.173,86.710,1,2
0.710,51.523,0,0
2.906,74.016,1,1
4.125,61.690,0,1
8.243,58.676,0,0
3.642,94.674,1,2
1.043,95.273,1,2
7.934,52.231,0,0
7.382,91.008,1,2
1.774,86.363,1,1
7.780,66.103,0,1
6.732,65.543,0,1
4.179,64.821,0,1
6.282,93.808,1,2
5.528,68.280,0,1
8.435,72.831,0,1
10.015,79.604,0,1
3.909,52.692,0,0
1.403,45.884,0,0
4.146,85.305,1,2
6.494,66.713,0,1
3.064,88.721,1,2
2.047,91.238,1,2
2.620,49.866,0,0
8.986,59.055,0,0
7.640,63.773,0,1
1.756,94.279,1,2
3.495,59.563,0,0
3.209,69.536,0,1
1.624,79.654,0,1
8.890,97.341,1,2
3.391,64.401,0,1
6.149,98.548,1,2
4.324,87.909,1,2
1.201,89.932,1,2
0.864,70.426,0,1
7.446,85.232,1,2
6.780,48.031,0,0
5.423,80.494,1,2
2.273,65.473,0,0
3.905,56.950,0,0
5.570,94.169,1,2
2.659,46.963,0,0
6.265,66.827,0,1
8.896,73.151,0,1
2.277,98.656,1,2
9.811,80.129,1,1
5.578,53.150,0,0
10.276,76.890,0,1
10.178,88.534,1,2
1.139,83.430,1,1
7.318,75.329,1,1
2.933,60.592,0,0
6.709,67.224,0,1
9.396,93.370,1,2
5.082,47.874,0,0
7.029,74.009,0,1
7.178,59.221,0,0
2.378,56.065,0,0
4.757,56.005,0,0
3.411,56.895,0,0
5.329,93.101,1,2
8.126,99.741,1,2
1.950,89.385,1,2
6.031,98.004,1,2
5.541,53.397,0,0
4.350,98.204,1,2
8.917,57.778,0,0
4.003,57.071,0,0
8.499,62.956,0,0
1.207,68.469,0,0
4.893,92.867,1,2
1.589,90.654,1,2
8.968,52.445,0,0
7.145,88.739,1,2
2.624,79.878,1,2
4.224,98.649,1,2
1.772,81.491,0,1
9.350,67.341,0,0
9.428,70.920,0,1
9.424,95.967,1,2
6.556,46.177,0,0
3.145,97.333,1,2
5.059,71.213,1,1
7.148,50.733,0,0
4.754,94.500,1,2
1.079,90.782,1,1
5.750,61.279,0,1
1.376,70.167,0,0
2.851,62.049,0,0
8.670,63.394,0,0
6.638,82.936,1,1
8.470,91.058,1,2
7.292,55.046,0,0
7.077,55.197,0,0
2.972,55.153,0,0
7.582,90.644,1,2
1.763,51.914,0,0
0.682,69.616,0,0
3.891,53.006,0,0
2.067,63.257,0,0
7.450,50.566,0,0
3.357,56.813,0,0
0.846,89.585,1,1
8.256,81.224,1,1
9.849,80.245,0,1
7.610,64.778,0,1
10.052,62.539,0,0
8.331,47.747,0,0
9.794,66.359,0,0
7.230,90.688,1,2
8.348,59.873,0,0
8.454,57.287,0,0
1.667,45.406,0,0
3.699,85.482,1,2
6.667,52.348,0,0
3.715,54.249,0,0
9.229,48.762,0,0
1.043,78.253,0,1
1.780,53.049,0,0
3.778,81.537,1,1
3.928,78.105,1,1
8.827,96.381,1,2
0.650,63.917,0,0
8.772,73.743,1,1
10.225,95.919,1,2
0.996,78.480,0,1
10.019,84.714,1,1
7.103,53.139,0,0
1.819,95.233,1,2
8.813,68.835,0,1
1.692,81.370,1,1
4.341,87.770,1,2
2.886,63.308,0,1
4.344,99.247,1,2
1.957,70.338,0,1
4.289,88.330,1,2
6.188,70.436,0,1
5.142,73.918,1,1
5.716,75.889,1,1
9.433,65.683,0,1
9.016,67.434,0,1
1.628,48.109,0,0
7.849,86.470,1,2
8.461,92.239,1,2
9.593,96.715,1,2
4.428,45.566,0,0
9.732,81.933,1,1
6.068,46.456,0,0
5.186,81.944,1,1
5.582,96.382,1,2
4.623,73.027,1,1
7.400,51.347,0,0
5.817,77.721,1,1
9.281,91.939,1,2
5.191,77.708,1,2
1.024,78.020,0,1
2.067,72.287,0,1
4.627,56.950,0,0
5.216,69.984,1,1
8.635,81.875,1,1
6.406,45.295,0,0
2.194,51.872,0,0
3.523,90.765,1,2
5.862,59.142,0,0
8.434,65.913,0,0
7.588,51.452,0,0
6.903,52.771,0,0
3.055,76.054,1,1
6.205,74.343,1,1
2.954,67.786,0,1
1.153,78.145,0,1
8.086,52.551,0,0
7.002,75.692,1,1
10.383,50.812,0,0
7.972,57.365,0,0
3.026,64.753,0,1
0.780,59.145,0,0
4.803,63.628,0,1
3.900,71.067,0,1
5.657,80.981,1,1
4.245,51.635,0,0
0.980,78.902,0,1
1.185,63.673,0,0
4.086,58.022,0,0
6.391,51.807,0,0
2.255,70.973,1,1
2.295,45.940,0,0
2.819,55.452,0,0
7.917,63.363,0,1
8.142,99.020,1,2
5.373,69.563,0,1
1.045,70.734,0,0
9.904,93.297,1,2
9.188,75.578,1,1
3.514,80.399,1,2
0.587,64.584,0,0
5.419,51.454,0,0
2.182,56.461,0,0
4.300,49.130,0,0
4.500,74.858,1,1
3.615,49.902,0,0
9.633,69.468,0,1
4.395,59.324,0,1
1.621,45.095,0,0
6.249,82.755,1,1
9.383,46.549,0,0
2.814,75.247,1,1
5.575,68.212,1,1
4.279,92.032,1,2
7.256,66.679,0,1
3.624,52.742,0,0
3.051,67.210,0,1
10.108,70.505,0,0
8.734,49.417,0,0
7.532,57.382,0,0
7.062,55.163,0,0
9.838,56.771,0,0
1.071,89.027,1,1
4.905,61.755,0,1
6.729,82.674,1,2
1.788,45.953,0,0
10.455,99.842,1,2
7.363,92.368,1,2
8.091,68.809,0,1
10.161,48.976,0,0
6.281,70.851,1,1
9.630,81.923,1,1
4.230,61.428,0,1
9.716,45.142,0,0
5.573,61.729,0,1
8.253,78.667,1,1
3.216,49.762,0,0
5.263,73.181,1,1
6.063,88.660,1,2
5.655,80.578,1,1
9.734,87.825,1,1
5.069,86.712,1,2
9.260,92.842,1,2
1.611,67.613,0,0
2.605,81.989,1,1
2.257,97.997,1,2
2.328,82.781,1,2
6.356,99.960,1,2
1.518,97.244,1,2
7.234,64.616,0,0
9.216,52.435,0,0
9.726,60.492,0,0
1.055,51.338,0,0
2.964,50.512,0,0
4.909,68.706,0,1
0.645,96.725,1,2
7.238,96.399,1,2
5.047,80.562,1,1
4.769,98.709,1,2
2.056,60.986,0,0
1.190,53.628,0,0
9.340,95.103,1,2
6.484,93.628,1,2
3.963,61.062,0,1
9.302,85.651,1,1
1.668,52.891,0,0
4.478,96.614,1,2
1.233,60.612,0,0
8.436,55.621,0,0
9.329,98.904,1,2
3.347,47.692,0,0
8.683,58.060,0,0
10.016,99.988,1,2
2.803,70.038,0,1
10.158,66.270,0,1
3.858,78.240,1,1
7.583,47.243,0,0
5.867,46.339,0,0
3.994,66.331,0,1
6.514,94.790,1,2
0.503,94.138,1,1
5.517,90.862,1,2
5.494,92.120,1,2
6.840,69.812,0,1
8.153,86.647,1,2
9.301,80.298,1,1
8.519,54.802,0,0
9.217,48.448,0,0
4.254,84.204,1,2
1.558,69.201,0,0
7.005,94.410,1,2
0.951,98.718,1,2
10.046,71.890,0,1
5.322,50.818,0,0
3.065,63.174,0,1
0.810,70.218,0,0
8.930,58.637,0,0
8.839,67.082,0,1
1.840,81.835,1,1
8.221,85.798,1,1
1.373,83.519,0,1
7.458,52.668,0,0
5.829,97.829,1,2
6.911,69.905,0,1
1.872,46.253,0,0
8.428,89.970,1,2
8.369,61.447,0,0
8.915,99.699,1,2
4.527,53.320,0,0
3.090,93.639,1,2
5.998,86.097,1,2
7.485,49.170,0,0
8.104,83.399,1,2
4.989,49.596,0,0
6.589,51.379,0,0
6.962,62.188,0,1
6.415,84.155,1,2
7.677,70.260,0,1
3.594,49.043,0,0
2.849,94.370,1,2
3.388,63.851,0,1
8.418,50.601,0,0
10.185,66.632,0,0
3.679,92.304,1,2
7.043,74.592,0,1
6.313,92.088,1,2
9.304,91.683,1,2
0.650,83.660,0,1
6.719,51.190,0,0
9.198,59.188,0,0
10.150,54.817,0,0
4.664,74.757,1,1
5.316,56.637,0,0
8.897,56.114,0,0
9.847,74.867,0,1
2.860,70.500,0,1
9.380,74.200,0,1
1.700,82.228,1,1
1.014,90.006,1,1
0.828,51.963,0,0
1.251,71.880,0,0
1.461,58.155,0,0
2.847,97.173,1,2
3.380,94.847,1,2
10.194,63.534,0,0
8.522,99.258,1,2
1.535,94.217,1,2
2.429,89.606,1,2
7.434,50.326,0,0
6.505,59.136,0,0
4.959,79.878,1,2
4.756,60.846,0,1
7.959,59.160,0,0
5.413,45.403,0,0
7.697,50.802,0,0
0.614,96.047,1,2
1.504,60.230,0,0
2.357,55.836,0,0
6.424,71.068,0,1
6.318,81.083,1,1
9.188,83.418,1,1
9.369,87.886,1,2
8.580,65.975,0,1
3.812,99.034,1,2
1.090,83.957,1,1
9.351,54.688,0,0
9.806,84.707,1,1
0.745,84.036,0,1
0.538,81.870,0,1
2.278,63.420,0,0
4.108,66.550,1,1
7.559,73.618,1,1
5.062,66.833,0,1
7.111,91.599,1,2
8.638,49.444,0,0
2.264,51.818,0,0
3.599,93.185,1,2
10.208,97.004,1,2
5.909,46.018,0,0
5.429,61.337,0,1
6.011,84.288,1,2
5.974,79.637,1,1
7.747,54.416,0,0
9.204,82.861,1,1
6.741,77.459,1,1
6.814,53.999,0,0
6.283,85.787,1,2
2.890,93.984,1,2
8.141,93.504,1,2
2.482,84.844,1,2
3.075,77.232,1,1
3.895,99.691,1,2
5.749,55.233,0,0
8.681,78.249,1,1
4.064,69.418,1,1
6.527,45.300,0,0
4.852,54.978,0,0
4.964,77.575,1,1
10.165,52.721,0,0
6.978,78.896,1,1
0.677,45.773,0,0
9.142,90.865,1,2
5.511,60.376,0,1
10.136,88.057,1,2
1.746,80.380,1,1
10.096,63.514,0,0
7.053,58.170,0,0
6.714,93.917,1,2
5.474,53.104,0,0
10.172,81.350,1,1
8.868,52.768,0,0
5.739,80.258,1,2
4.252,73.475,1,1
4.385,70.287,0,1
5.279,99.739,1,2
2.297,52.190,0,0
2.835,95.197,1,2
7.116,47.861,0,0
8.212,46.633,0,0
9.565,93.250,1,2
2.082,65.436,0,0
3.590,71.847,1,1
2.348,50.461,0,0
6.761,82.026,1,1
3.518,48.679,0,0
3.700,69.121,1,1
1.174,56.770,0,0
8.232,97.889,1,2
9.822,97.002,1,2
1.864,75.891,0,1
5.401,68.695,0,1
8.351,99.728,1,2
9.191,94.838,1,2
4.014,75.336,1,1
1.098,46.768,0,0
8.162,58.803,0,0
7.596,83.086,1,1
4.460,89.294,1,2
10.329,90.349,1,2
7.664,97.448,1,2
6.203,56.613,0,0
6.400,94.315,1,2
1.299,67.450,0,0
10.096,72.896,0,1
10.398,47.892,0,0
2.147,71.191,0,1
8.187,75.545,1,1
6.294,80.818,1,2
4.442,71.022,1,1
6.406,53.159,0,0
1.712,94.178,1,2
4.003,54.221,0,0
3.834,98.428,1,2
7.313,61.444,0,0
5.779,87.410,1,2
0.763,59.694,0,0
3.383,86.881,1,2
4.338,68.408,0,1
4.131,51.135,0,0
8.368,75.015,1,1
8.788,49.424,0,0
10.017,87.126,1,1
9.907,55.468,0,0
5.386,93.880,1,2
6.086,59.037,0,0
6.531,50.438,0,0
5.572,82.273,1,2
0.881,60.166,0,0
1.605,77.121,0,1
8.463,95.594,1,2
8.029,68.918,0,1
3.607,98.660,1,2
2.477,80.486,1,1
6.186,81.036,1,2
8.980,46.566,0,0
1.051,93.513,1,2
7.019,93.497,1,2
2.752,47.769,0,0
3.061,81.363,1,1
4.912,50.342,0,0
2.138,94.826,1,2
7.950,86.589,1,2
1.461,45.875,0,0
5.453,89.628,1,2
7.183,76.668,1,1
8.800,79.890,0,1
6.033,53.496,0,0
1.798,98.199,1,2
8.585,75.901,1,1
9.888,87.017,1,2
0.802,70.891,0,0
9.651,75.982,0,1
6.715,68.329,0,1
6.475,45.125,0,0
4.383,63.233,0,1
2.127,99.532,1,2
6.505,80.532,1,1
9.351,46.271,0,0
0.742,98.890,1,2
6.050,84.536,1,2
6.875,81.835,1,1
9.692,53.841,0,0
0.650,94.013,1,2
4.197,54.696,0,0
1.769,98.708,1,2
3.609,45.599,0,0
9.573,82.294,1,1
2.301,59.838,0,0
4.091,82.001,1,2
8.718,92.440,1,2
7.995,74.259,0,1
9.670,84.769,1,1
1.739,57.686,0,0
1.218,90.400,1,2
2.719,48.995,0,0
5.446,72.353,1,1
7.298,55.027,0,0
1.674,54.965,0,0
6.778,50.449,0,0
2.721,59.927,0,0
10.126,54.115,0,0
6.058,50.994,0,0
1.897,90.941,1,2
8.828,71.390,0,1
5.439,93.106,1,2
8.200,87.379,1,2
5.923,55.796,0,0
9.349,86.882,1,2
3.314,90.411,1,2
10.197,50.558,0,0
0.680,97.555,1,2
4.270,50.465,0,0
2.073,86.791,1,1
10.375,89.132,1,2
0.695,78.645,0,1
3.384,79.997,1,2
4.383,81.514,1,2
1.254,93.137,1,2
9.682,70.648,0,1
8.208,60.711,0,0
5.881,63.312,0,1
4.563,50.421,0,0
2.442,48.963,0,0
2.148,58.639,0,0
4.563,72.128,1,1
6.634,96.782,1,2
9.036,80.058,1,1
2.932,88.057,1,2
9.128,85.610,1,2
7.116,73.758,0,1
2.093,64.654,0,0
0.817,53.049,0,0
0.746,54.632,0,0
10.141,68.311,0,0
2.955,81.274,1,2
1.160,99.673,1,2
7.091,77.493,1,1
3.256,49.511,0,0
9.938,94.418,1,2
7.138,64.125,0,0
9.369,57.687,0,0
7.008,48.997,0,0
7.824,92.385,1,2
5.111,69.401,1,1
4.747,57.950,0,1
8.314,61.342,0,0
2.325,89.255,1,2
1.158,90.317,1,1
9.611,95.530,1,2
4.334,65.776,0,1
6.090,68.763,0,1
4.448,51.146,0,0
7.942,60.846,0,0
8.268,94.612,1,2
2.335,92.336,1,2
8.224,89.211,1,2
3.676,92.119,1,2
6.193,73.054,1,1
5.332,62.859,0,1
8.962,46.988,0,0
4.677,86.431,1,2
8.754,82.445,1,2
9.910,89.180,1,1
6.250,79.091,1,1
8.658,96.704,1,2
9.371,94.139,1,2
2.785,56.906,0,0
5.013,97.058,1,2
9.514,82.704,1,1
8.107,72.797,1,1
8.968,93.431,1,2
6.523,88.564,1,2
4.293,79.366,1,1
8.368,77.176,1,1
3.953,80.486,1,2
6.320,77.460,1,1
2.607,48.350,0,0
4.508,70.072,0,1
4.987,87.981,1,2
1.638,45.346,0,0
1.517,55.511,0,0
9.356,91.387,1,2
10.359,57.275,0,0
2.118,48.011,0,0
4.161,64.282,0,1
7.241,50.744,0,0
1.931,49.309,0,0
1.167,96.210,1,2
9.561,79.299,1,1
3.321,90.855,1,2
10.059,49.342,0,0
5.705,81.118,1,1
6.371,48.140,0,0
5.901,46.890,0,0
5.572,47.517,0,0
3.184,58.624,0,0
6.764,88.845,1,2
4.898,60.676,0,1
8.987,83.130,1,1
3.394,58.745,0,0
2.426,56.883,0,0
9.109,58.065,0,0
5.859,62.322,0,1
2.791,86.739,1,2
8.278,90.086,1,2
3.367,57.092,0,0
7.692,89.613,1,2
7.059,55.524,0,0
3.422,96.425,1,2
6.922,54.184,0,0
5.390,92.527,1,2
0.796,95.945,1,2
10.281,55.761,0,0
3.108,72.054,1,1
4.341,81.270,1,2
9.305,69.492,0,1
7.401,98.818,1,2
2.200,45.451,0,0
6.915,68.587,0,1
0.717,95.752,1,2
7.987,65.660,0,1
6.547,84.757,1,2
7.125,45.128,0,0
6.177,72.321,1,1
4.040,50.079,0,0
7.057,69.546,0,1
5.099,52.304,0,0
7.989,71.612,0,1
0.850,54.139,0,0
3.153,85.812,1,2
2.062,72.885,0,1
5.615,82.058,1,2
6.711,83.962,1,2
2.699,67.387,0,1
9.961,46.081,0,0
4.206,85.803,1,2
0.639,63.867,0,0
7.763,71.338,0,1
1.619,77.003,0,1
0.646,98.480,1,2
3.392,88.332,1,2
5.190,91.980,1,2
2.908,73.018,0,1
3.806,77.228,1,1
1.815,62.984,0,0
4.069,68.725,1,1
8.460,86.740,1,2
3.611,71.293,1,1
6.317,91.557,1,2
2.602,77.087,1,1
1.746,87.897,1,2
3.680,79.102,1,2
0.832,79.615,0,1
5.236,69.638,0,1
7.552,87.063,1,2
4.716,55.724,0,0
2.756,92.569,1,2
3.745,55.231,0,0
8.695,68.392,0,1
2.912,76.465,1,1
3.815,58.901,0,1
7.369,96.328,1,2
2.992,46.062,0,0
9.798,61.067,0,0
2.229,77.459,1,1
0.746,67.875,0,0
4.768,73.577,1,1
5.903,98.767,1,2
6.194,60.046,0,1
3.735,59.294,0,0
8.304,61.222,0,0
8.949,57.949,0,0
5.376,68.045,0,1
8.699,68.302,0,1
8.547,84.872,1,1
2.285,83.629,1,2
1.903,61.394,0,0
1.820,99.268,1,2
1.361,59.215,0,0
8.270,89.902,1,2
4.318,71.680,1,1
1.915,94.437,1,2
5.991,58.515,0,0
3.464,64.949,0,1
0.976,60.950,0,0
4.647,88.962,1,2
8.762,93.102,1,2
7.549,55.503,0,0
10.356,77.339,0,1
5.245,46.847,0,0
10.132,87.225,1,1
4.324,58.926,0,0
5.396,50.034,0,0
7.960,99.564,1,2
5.085,84.550,1,2
2.171,57.667,0,0
7.602,90.175,1,2
9.661,47.222,0,0
4.064,65.088,0,1
4.659,54.602,0,0
3.590,74.920,1,1
7.387,76.177,1,1
5.423,86.982,1,2
2.799,95.906,1,2
9.485,64.204,0,0
0.643,47.733,0,0
8.849,68.259,0,1
9.142,82.626,1,1
1.444,70.731,0,1
0.669,59.473,0,0
6.968,79.361,1,1
6.333,75.283,0,1
2.225,77.100,0,1
4.828,97.222,1,2
1.462,92.129,1,2
4.637,50.654,0,0
5.752,85.774,1,2
9.446,64.923,0,0
4.250,79.521,1,2
2.086,67.840,0,0
10.014,98.180,1,2
6.871,89.045,1,2
1.848,82.587,1,1
1.100,58.854,0,0
4.310,51.623,0,0
2.923,51.903,0,0
4.169,76.406,1,1
3.218,66.206,0,1
9.625,98.955,1,2
8.620,67.789,0,1
7.207,56.132,0,0
1.399,97.648,1,2
8.415,73.313,0,1
4.475,88.569,1,2
9.186,58.854,0,0
1.012,75.188,0,1
1.960,86.476,1,1
1.800,98.935,1,2
8.659,47.929,0,0
10.037,75.966,0,1
7.961,88.393,1,2
3.581,60.817,0,1
1.017,65.456,0,0
10.139,58.126,0,0
2.208,54.547,0,0
8.605,62.391,0,0
5.216,83.997,1,2
3.888,56.843,0,0
4.602,91.080,1,2
1.272,55.713,0,0
1.667,68.483,0,0
9.171,96.379,1,2
5.029,88.153,1,2
7.221,95.022,1,2
3.826,47.781,0,0
5.323,62.324,0,1
8.445,57.612,0,0
6.958,90.028,1,2
4.487,47.634,0,0
5.111,60.174,0,1
10.364,90.755,1,1
0.823,65.352,0,0
4.517,61.304,0,1
1.803,62.768,0,0
1.548,65.495,0,0
1.033,81.952,0,1
8.155,64.269,0,1
5.071,65.281,0,1
5.990,88.976,1,2
3.516,71.398,0,1
4.446,92.742,1,2
5.019,62.107,0,1
8.789,54.494,0,0
1.411,89.415,1,2
2.296,64.070,0,0
2.196,62.824,0,0
5.156,52.467,0,0
5.273,92.998,1,2
7.303,96.777,1,2
10.384,75.394,0,1
9.671,47.324,0,0
2.902,53.033,0,0
4.578,97.915,1,2
5.807,68.675,0,1
8.410,73.351,0,1
5.618,73.580,0,1
2.096,81.310,1,1
1.001,71.898,0,0
3.900,98.022,1,2
6.568,83.504,1,2
2.299,60.491,0,0
5.047,87.554,1,2
4.336,63.332,0,1
10.103,46.936,0,0
7.498,74.452,0,1
10.256,75.738,0,1
5.689,99.565,1,2
5.415,46.216,0,0
10.274,63.805,0,0
4.576,85.733,1,2
6.033,58.418,0,0
0.740,53.685,0,0
2.190,64.842,0,0
3.368,97.015,1,2
2.950,74.895,1,1
4.835,99.051,1,2
9.391,99.783,1,2
2.595,75.225,1,1
0.975,87.769,1,1
6.125,72.568,1,1
4.136,76.276,1,1
0.966,96.669,1,2
8.100,92.568,1,2
9.878,86.850,1,1
7.953,56.008,0,0
8.496,53.224,0,0
8.083,84.039,1,2
10.287,51.684,0,0
1.896,58.283,0,0
9.271,67.626,0,1
7.516,61.218,0,0
9.996,67.927,0,0
8.971,86.018,1,2
6.022,88.666,1,2
7.080,79.433,1,1
2.960,75.242,1,1
3.845,51.934,0,0
1.994,48.461,0,0
4.530,46.334,0,0
8.763,62.814,0,0
3.913,74.735,1,1
9.318,60.479,0,0
2.457,85.951,1,1
6.969,64.437,0,1
2.841,79.796,1,1
6.866,89.810,1,2
8.363,78.446,1,1
9.283,53.697,0,0
8.121,89.990,1,2
1.921,62.445,0,0
7.353,97.587,1,2
3.442,79.602,1,2
5.561,98.149,1,2
1.913,85.529,1,2
4.922,69.814,0,1
7.084,59.711,0,0
1.643,86.346,1,2
6.389,66.744,0,1
9.352,62.663,0,0
5.767,79.766,1,1
3.766,46.487,0,0
2.564,72.594,0,1
5.138,78.446,1,1
4.445,89.199,1,2
7.438,64.149,0,1
7.906,83.546,1,2
7.477,64.223,0,0
8.081,45.586,0,0
8.401,77.955,1,1
7.755,65.221,0,0
3.003,73.476,1,1
6.276,61.915,0,0
4.412,85.372,1,2
1.272,57.954,0,0
6.793,85.167,1,2
1.919,74.856,0,1
7.356,90.239,1,2
5.876,58.525,0,0
1.213,56.386,0,0
4.713,45.398,0,0
5.967,53.050,0,0
2.992,93.031,1,2
9.809,98.590,1,2
10.008,51.661,0,0
1.539,60.114,0,0
7.676,70.972,0,1
4.776,74.339,1,1
8.834,86.649,1,2
9.870,71.557,0,1
5.506,46.335,0,0
6.842,77.125,1,1
4.172,51.894,0,0
7.157,62.531,0,0
10.408,62.756,0,0
3.824,84.005,1,2
0.796,75.869,0,1
10.211,84.888,1,1
0.772,90.336,1,1
7.377,73.360,0,1
6.299,59.655,0,0
4.540,74.786,1,1
9.796,98.128,1,2
1.702,89.734,1,2
2.887,48.382,0,0
8.791,93.008,1,2
0.570,64.607,0,0
3.127,94.235,1,2
2.192,84.302,1,1
4.707,51.093,0,0
7.865,79.881,1,1
10.026,79.747,1,1
2.942,60.576,0,0
0.631,80.782,0,1
7.921,45.810,0,0
9.597,71.803,0,1
0.646,81.040,0,1
6.640,51.528,0,0
6.437,89.722,1,2
6.051,89.014,1,2
6.769,94.518,1,2
3.288,98.812,1,2
9.441,61.053,0,0
2.712,49.016,0,0
9.953,50.378,0,0
10.016,49.734,0,0
8.814,59.630,0,0
4.368,68.300,0,1
9.972,64.285,0,0
2.647,95.827,1,2
5.415,87.857,1,2
5.548,50.985,0,0
1.900,47.256,0,0
10.363,74.910,0,1
2.309,88.509,1,2
5.295,50.937,0,0
1.360,87.374,1,1
3.309,64.852,0,1
8.802,85.737,1,2
7.293,47.431,0,0
4.147,58.532,0,0
6.993,86.181,1,2
2.204,50.902,0,0
7.100,98.397,1,2
9.399,49.756,0,0
0.640,50.060,0,0
3.498,68.689,0,1
3.068,94.541,1,2
1.382,64.453,0,0
9.652,52.460,0,0
7.390,51.009,0,0
6.652,77.040,1,1
6.623,49.728,0,0
7.226,91.031,1,2
3.351,89.558,1,2
2.511,89.849,1,2
1.269,62.762,0,0
2.053,66.097,0,0
2.485,86.861,1,2
8.470,85.829,1,2
3.722,66.689,0,1
4.367,86.183,1,2
7.895,97.157,1,2
10.185,89.976,1,2
1.537,90.188,1,2
6.369,79.850,1,1
4.677,66.013,0,1
2.314,82.642,1,1
3.897,54.171,0,0
8.328,95.341,1,2
3.185,81.756,1,2
6.102,57.401,0,0
5.057,49.822,0,0
